"country_name","continent","year","reg_deaths","expected_gbd","expected_wpp","expected_ghe","expected_deaths","death_comp","source","expected_confidence_score"
"Afghanistan","Asia",2015,18870,247444,248560,252412,249472,7.56,"Other",98.03
"Afghanistan","Asia",2016,15575,252549,245452,256237,251413,6.19,"Other",95.79
"Afghanistan","Asia",2017,20538,245989,250677,251629,249432,8.23,"Other",97.76
"Afghanistan","Asia",2018,24357,254328,256314,255865,255502,9.53,"Other",99.23
"Albania","Europe",2015,22418,20799,22954,23081,22278,100,"WMD",90.11
"Albania","Europe",2016,21388,21281,23192,24613,23029,92.87,"WMD",86.46
"Albania","Europe",2017,22232,21742,23507,26695,23981,92.71,"WMD",81.45
"Albania","Europe",2018,21804,22183,23939,28900,25007,87.19,"WMD",76.76
"Albania","Europe",2019,21937,22671,24410,31154,26078,84.12,"WMD",72.77
"Algeria","Africa",2018,177136.4,197041,187993,198574,194536,91.06,"WMD",94.67
"Algeria","Africa",2019,181442.9,201111,187620,203300,197344,91.94,"WMD",92.29
"American Samoa","Oceania",2015,314,360,285,NA,322,97.52,"Other",79.17
"American Samoa","Oceania",2016,280,367,294,NA,330,84.85,"Other",80.11
"American Samoa","Oceania",2017,310,372,295,NA,334,92.81,"Other",79.3
"American Samoa","Oceania",2018,298,378,299,NA,338,88.17,"Other",79.1
"American Samoa","Oceania",2019,278,383,309,NA,346,80.35,"Other",80.68
"Andorra","Europe",2015,282,562,424,NA,493,57.2,"WMD",75.44
"Andorra","Europe",2016,310,574,443,NA,508,61.02,"WMD",77.18
"Andorra","Europe",2017,323,592,454,NA,523,61.76,"WMD",76.69
"Andorra","Europe",2018,335,606,467,NA,536,62.5,"WMD",77.06
"Andorra","Europe",2019,301,620,480,NA,550,54.73,"WMD",77.42
"Antigua and Barbuda","Americas",2015,533,569,508,596,558,95.52,"WMD",85.23
"Antigua and Barbuda","Americas",2016,548,580,513,613,569,96.31,"WMD",83.69
"Antigua and Barbuda","Americas",2017,573,589,524,628,580,98.79,"WMD",83.44
"Antigua and Barbuda","Americas",2018,581,598,530,638,589,98.64,"WMD",83.07
"Antigua and Barbuda","Americas",2019,618,610,540,651,600,100,"WMD",82.95
"Argentina","Americas",2015,333440,331211,326265,330421,329299,100,"WMD",98.51
"Argentina","Americas",2016,352506,344291,346954,349871,347039,100,"WMD",98.41
"Argentina","Americas",2017,342341,348212,338780,340934,342642,99.91,"WMD",97.29
"Argentina","Americas",2018,337601,345616,340946,336830,341131,98.97,"WMD",97.46
"Argentina","Americas",2019,341055,348823,340033,348916,345924,98.59,"WMD",97.45
"Armenia","Asia",2015,27844,27846,27774,28047,27889,99.84,"WMD",99.03
"Armenia","Asia",2016,28129,27836,27738,28390,27988,100,"WMD",97.7
"Armenia","Asia",2017,27367,27883,27679,27328,27630,99.05,"WMD",98.01
"Armenia","Asia",2018,25645,27977,27777,25969,27241,94.14,"WMD",92.82
"Armenia","Asia",2019,26252,27978,27370,25404,26917,97.53,"WMD",90.8
"Aruba","Americas",2015,679,NA,830,NA,830,81.81,"WMD",NA
"Aruba","Americas",2016,781,NA,874,NA,874,89.36,"WMD",NA
"Aruba","Americas",2017,707,NA,887,NA,887,79.71,"WMD",NA
"Aruba","Americas",2018,717,NA,909,NA,909,78.88,"WMD",NA
"Aruba","Americas",2019,665,NA,932,NA,932,71.35,"WMD",NA
"Australia","Oceania",2015,159916,154344,157076,159930,157117,100,"WMD",96.51
"Australia","Oceania",2016,158454,156057,158305,160229,158197,100,"WMD",97.4
"Australia","Oceania",2017,163928,159889,160643,162755,161096,100,"WMD",98.24
"Australia","Oceania",2018,159084,166078,158724,160036,161613,98.44,"WMD",95.57
"Australia","Oceania",2019,164388,170852,166979,164536,167456,98.17,"WMD",96.3
"Austria","Europe",2015,82969,80893,83022,84834,82916,100,"WMD",95.35
"Austria","Europe",2016,78842,80902,80598,82663,81388,96.87,"WMD",97.5
"Austria","Europe",2017,81311,80604,83154,85607,83122,97.82,"WMD",94.16
"Austria","Europe",2018,82063,81150,84162,86239,83850,97.87,"WMD",94.1
"Austria","Europe",2019,81485,82490,83514,84971,83658,97.4,"WMD",97.08
"Azerbaijan","Asia",2015,54700,74334,66978,79562,73625,74.3,"WMD",84.18
"Azerbaijan","Asia",2016,56648,75373,65722,81717,74271,76.27,"WMD",80.43
"Azerbaijan","Asia",2017,57109,76170,66235,83751,75385,75.76,"WMD",79.09
"Azerbaijan","Asia",2018,57250,74887,65539,82339,74255,77.1,"WMD",79.6
"Azerbaijan","Asia",2019,56447,75129,65871,82178,74393,75.88,"WMD",80.16
"Bahamas","Americas",2015,2256,2445,2636,2373,2485,90.78,"WMD",90.02
"Bahamas","Americas",2016,2290,2468,2656,2414,2513,91.13,"WMD",90.89
"Bahamas","Americas",2017,2432,2521,2725,2474,2573,94.52,"WMD",90.79
"Bahamas","Americas",2018,2557,2585,2784,2538,2636,97,"WMD",91.16
"Bahamas","Americas",2019,2639,2731,3209,2667,2869,91.98,"WMD",83.11
"Bahrain","Asia",2015,2787,3430,2842,3488,3253,85.67,"Other",81.48
"Bahrain","Asia",2016,2858,3592,2889,3683,3388,84.36,"Other",78.44
"Bahrain","Asia",2017,2902,3823,2940,3986,3583,80.99,"Other",73.76
"Bahrain","Asia",2018,3052,4003,2967,4343,3771,80.93,"Other",68.32
"Bahrain","Asia",2019,3010,4266,3005,4623,3965,75.91,"Other",65
"Bangladesh","Asia",2015,78182,762381,912490,737416,804096,9.72,"Other",80.81
"Bangladesh","Asia",2016,117011,778234,900115,746912,808420,14.47,"Other",82.98
"Bangladesh","Asia",2017,166791,816603,880955,775520,824359,20.23,"Other",88.03
"Bangladesh","Asia",2018,196610,831872,858712,784597,825060,23.83,"Other",91.37
"Barbados","Americas",2015,2570,2718,2440,3104,2754,93.32,"WMD",78.61
"Barbados","Americas",2016,2584,2780,2450,3157,2796,92.42,"WMD",77.61
"Barbados","Americas",2017,2632,2848,2471,3209,2843,92.58,"WMD",77
"Barbados","Americas",2018,2531,2942,2497,3283,2907,87.07,"WMD",76.06
"Barbados","Americas",2019,2896,3093,2497,3421,3004,96.4,"WMD",72.99
"Belarus","Europe",2015,120025,121161,127107,119160,122476,98,"WMD",93.75
"Belarus","Europe",2016,119369,121652,126937,119775,122788,97.22,"WMD",94.36
"Belarus","Europe",2017,119303,122686,127460,118945,123030,96.97,"WMD",93.32
"Belarus","Europe",2018,120047,121261,128588,119799,123216,97.43,"WMD",93.16
"Belarus","Europe",2019,120913,121777,134161,116251,124063,97.46,"WMD",86.65
"Belgium","Europe",2015,112409,108854,110843,111618,110438,100,"WMD",97.52
"Belgium","Europe",2016,107532,108668,108163,109558,108796,98.84,"WMD",98.73
"Belgium","Europe",2017,109278,110197,109875,113011,111028,98.42,"WMD",97.23
"Belgium","Europe",2018,110341,112085,110929,113726,112247,98.3,"WMD",97.54
"Belgium","Europe",2019,108436,114074,109123,113252,112150,96.69,"WMD",95.66
"Belize","Americas",2015,1812,1736,1688,1666,1697,100,"WMD",95.97
"Belize","Americas",2016,1829,1783,1722,1708,1738,100,"WMD",95.79
"Belize","Americas",2017,1930,1839,1763,1758,1787,100,"WMD",95.6
"Belize","Americas",2018,1915,1924,1808,1830,1854,100,"WMD",93.97
"Belize","Americas",2019,1994,1990,1835,1884,1903,100,"WMD",92.21
"Benin","Africa",2018,973,93306,112575,93269,99717,0.98,"Other",82.85
"Benin","Africa",2019,2550,93065,113670,93440,100058,2.55,"Other",81.87
"Bermuda","Americas",2015,478,526,500,NA,513,93.18,"WMD",95.06
"Bermuda","Americas",2016,492,538,528,NA,533,92.31,"WMD",98.14
"Bermuda","Americas",2017,481,552,461,NA,506,95.06,"WMD",83.51
"Bermuda","Americas",2018,533,566,572,NA,569,93.67,"WMD",98.95
"Bermuda","Americas",2019,535,580,580,NA,580,92.24,"WMD",100
"Bhutan","Asia",2019,3220,4252,5083,4529,4621,69.68,"WMD",83.65
"Bolivia","Americas",2015,48935,71556,80069,77340,76322,64.12,"WMD",89.37
"Bolivia","Americas",2016,50767,72578,80050,79470,77366,65.62,"WMD",90.67
"Bolivia","Americas",2017,49794,73677,81303,81702,78894,63.12,"WMD",90.18
"Bolivia","Americas",2018,51570,74761,82718,84106,80528,64.04,"WMD",88.89
"Bolivia","Americas",2019,51998,75910,83967,86423,82100,63.33,"WMD",87.84
"Bosnia","Europe",2015,38150,36960,42532,36176,38556,98.95,"WMD",85.06
"Bosnia","Europe",2016,36571,36739,40609,36310,37886,96.53,"WMD",89.41
"Bosnia","Europe",2017,36336,36827,40917,36612,38119,95.32,"WMD",89.48
"Bosnia","Europe",2018,36305,37214,41164,37275,38551,94.17,"WMD",90.4
"Bosnia","Europe",2019,37130,37424,41386,37793,38868,95.53,"WMD",90.43
"Botswana","Africa",2015,13030,20581,17131,19564,19092,68.25,"Other",83.24
"Botswana","Africa",2016,12825,20502,15946,19736,18728,68.48,"Other",77.78
"Botswana","Africa",2017,12386,20787,15139,20131,18686,66.28,"Other",72.83
"Botswana","Africa",2018,12609,21028,16957,20491,19492,64.69,"Other",80.64
"Botswana","Africa",2019,13185,21172,17423,20658,19751,66.76,"Other",82.29
"Brazil","Americas",2015,1264175,1319520,1319930,1268131,1302527,97.06,"WMD",96.08
"Brazil","Americas",2016,1309774,1359332,1351923,1315875,1342377,97.57,"WMD",96.8
"Brazil","Americas",2017,1312663,1362176,1353694,1312683,1342851,97.75,"WMD",96.37
"Brazil","Americas",2018,1316719,1382045,1369336,1349463,1366948,96.33,"WMD",97.64
"Brazil","Americas",2019,1349801,1411016,1391436,1372410,1391621,96.99,"WMD",97.26
"Brunei","Asia",2015,1547,1654,1809,1855,1773,87.25,"WMD",89.16
"Brunei","Asia",2016,1632,1704,1884,1966,1851,88.17,"WMD",86.67
"Brunei","Asia",2017,1696,1765,1961,2062,1929,87.92,"WMD",85.6
"Brunei","Asia",2018,1612,1826,2042,2154,2007,80.32,"WMD",84.77
"Brunei","Asia",2019,1757,1880,2119,2235,2078,84.55,"WMD",84.12
"Bulgaria","Europe",2015,112119,122174,116272,108241,115562,97.02,"WMD",88.6
"Bulgaria","Europe",2016,107031,122006,113430,107130,114189,93.73,"WMD",87.81
"Bulgaria","Europe",2017,109320,122026,115964,109934,115975,94.26,"WMD",90.09
"Bulgaria","Europe",2018,108205,124033,115908,108461,116134,93.17,"WMD",87.45
"Bulgaria","Europe",2019,107815,124226,114802,106183,115070,93.7,"WMD",85.48
"Burkina Faso","Africa",2015,21726,197495,180442,151982,176640,12.3,"Other",76.95
"Burkina Faso","Africa",2016,20928,198216,179548,152078,176614,11.85,"Other",76.72
"Burkina Faso","Africa",2017,25867.6470588235,198906,180836,151781,177174,14.6,"Other",76.31
"Burkina Faso","Africa",2018,24969.272727272728,199971,179776,151725,177157,14.09,"Other",75.87
"Cabo Verde","Africa",2015,2761,2958,3149,2444,2850,96.88,"WMD",77.61
"Cabo Verde","Africa",2016,2591,3062,2907,2526,2832,91.49,"WMD",82.5
"Cabo Verde","Africa",2017,2497,3113,2753,2572,2813,88.77,"WMD",82.62
"Cabo Verde","Africa",2018,2836,3530,3016,2854,3133,90.52,"WMD",80.85
"Cabo Verde","Africa",2019,2771,3501,2982,2854,3112,89.04,"WMD",81.52
"Cambodia","Asia",2015,30964,104654,89724,90489,94956,32.61,"Other",85.73
"Cambodia","Asia",2016,35554,105990,90402,92033,96142,36.98,"Other",85.29
"Cambodia","Asia",2017,26973,107514,91541,93654,97570,27.64,"Other",85.14
"Cambodia","Asia",2018,35298,109140,94278,95183,99534,35.46,"Other",86.38
"Canada","Americas",2015,269455,255203,264204,264339,261249,100,"WMD",96.54
"Canada","Americas",2016,266080,261080,266688,267206,264991,100,"WMD",97.71
"Canada","Americas",2017,277395,267187,276434,276699,273440,100,"WMD",96.56
"Canada","Americas",2018,284865,280110,283619,274821,279517,100,"WMD",96.9
"Canada","Americas",2019,284315,288193,284005,278181,283460,100,"WMD",96.53
"Central African Republic","Africa",2015,2065,71203,58936,61384,63841,3.23,"Other",82.77
"Central African Republic","Africa",2016,924,70181,57751,59953,62628,1.48,"Other",82.29
"Central African Republic","Africa",2017,1715,70894,58038,60166,63033,2.72,"Other",81.87
"Chile","Americas",2016,103375,103139,110030,104013,105727,97.78,"WMD",93.74
"Chile","Americas",2017,106045,107012,112090,106394,108499,97.74,"WMD",94.92
"Chile","Americas",2018,106458,110087,117566,106798,111484,95.49,"WMD",90.84
"Chile","Americas",2019,109348,113086,120100,109577,114254,95.71,"WMD",91.24
"China","Asia",2018,7700000,10376989,9886851,9904074,10055971,76.57,"Other",95.28
"Colombia","Americas",2015,222270,221165,243633,222555,229118,97.01,"WMD",90.78
"Colombia","Americas",2016,220583,227096,248057,225547,233567,94.44,"WMD",90.93
"Colombia","Americas",2017,224210,233825,252689,230257,238924,93.84,"WMD",91.12
"Colombia","Americas",2018,234334,240621,260364,234312,245099,95.61,"WMD",89.99
"Colombia","Americas",2019,241281,246679,270504,239386,252190,95.67,"WMD",88.5
"Costa Rica","Americas",2015,21038,21339,24629,20761,22243,94.58,"WMD",84.29
"Costa Rica","Americas",2016,22601,22800,24642,22341,23261,97.16,"WMD",90.66
"Costa Rica","Americas",2017,23246,23366,25856,22969,24064,96.6,"WMD",88.83
"Costa Rica","Americas",2018,23762,23901,26579,23166,24549,96.79,"WMD",87.16
"Costa Rica","Americas",2019,24292,24416,27786,23886,25363,95.78,"WMD",85.96
"Croatia","Europe",2015,55140,52839,56685,54204,54576,100,"WMD",93.22
"Croatia","Europe",2016,51254,50507,53955,51542,52001,98.56,"WMD",93.61
"Croatia","Europe",2017,53269,51219,56089,53476,53595,99.39,"WMD",91.32
"Croatia","Europe",2018,52562,51619,55495,52294,53136,98.92,"WMD",93.02
"Croatia","Europe",2019,51611,52311,54451,51791,52851,97.65,"WMD",95.11
"Cuba","Americas",2015,99691,99557,102842,99660,100686,99.01,"WMD",96.81
"Cuba","Americas",2016,99388,100877,106068,99361,102102,97.34,"WMD",93.68
"Cuba","Americas",2017,106949,105582,109141,106924,107216,99.75,"WMD",96.74
"Cuba","Americas",2018,106196,107605,111265,107866,108912,97.51,"WMD",96.71
"Cuba","Americas",2019,109089,105984,111637,110822,109481,99.64,"WMD",94.94
"Curaco","Americas",2015,1398,NA,1480,NA,1480,94.46,"Other",NA
"Curaco","Americas",2016,1482,NA,1540,NA,1540,96.23,"Other",NA
"Curaco","Americas",2017,1420,NA,1571,NA,1571,90.39,"Other",NA
"Curaco","Americas",2018,1399,NA,1625,NA,1625,86.09,"Other",NA
"Curaco","Americas",2019,1387,NA,1721,NA,1721,80.59,"Other",NA
"Cyprus","Asia",2015,5983,7808,7534,6612,7318,81.76,"WMD",84.68
"Cyprus","Asia",2016,5448,7882,7726,6834,7481,72.82,"WMD",86.7
"Cyprus","Asia",2017,6009,7994,7782,6800,7525,79.85,"WMD",85.06
"Cyprus","Asia",2018,5798,8339,8042,6749,7710,75.2,"WMD",80.93
"Cyprus","Asia",2019,6218,8707,8301,6758,7922,78.49,"WMD",77.62
"Czechia","Europe",2015,113174,109204,111161,111790,110718,100,"WMD",97.69
"Czechia","Europe",2016,107237,109816,107905,109107,108943,98.43,"WMD",98.26
"Czechia","Europe",2017,111007,111138,111403,113155,111899,99.2,"WMD",98.22
"Czechia","Europe",2018,112604,113575,112614,114568,113586,99.14,"WMD",98.29
"Czechia","Europe",2019,112040,113803,111682,113500,112995,99.15,"WMD",98.14
"Democractic Republic of the Congo","Africa",2015,107986,600750,817713,714249,710904,15.19,"Other",73.47
"Democractic Republic of the Congo","Africa",2016,79118,588096,820019,714654,707590,11.18,"Other",71.72
"Denmark","Europe",2015,53435,51544,52741,52399,52228,100,"WMD",97.73
"Denmark","Europe",2016,52581,52499,52830,52965,52765,99.65,"WMD",99.12
"Denmark","Europe",2017,53103,53453,53281,53457,53397,99.45,"WMD",99.67
"Denmark","Europe",2018,55076,54397,55232,55329,54986,100,"WMD",98.32
"Denmark","Europe",2019,53805,55374,53955,53953,54427,98.86,"WMD",97.43
"Djibouti","Africa",2015,1317,7372,8644,7041,7686,17.14,"Other",81.46
"Djibouti","Africa",2016,1236,7354,8760,7047,7720,16.01,"Other",80.45
"Djibouti","Africa",2017,1624,7372,8700,7090,7721,21.03,"Other",81.49
"Djibouti","Africa",2018,1489,7403,8819,7137,7786,19.12,"Other",80.93
"Djibouti","Africa",2019,1409,7575,9039,7270,7961,17.7,"Other",80.43
"Dominica","Americas",2015,664,761,767,NA,764,86.91,"Other",99.22
"Dominica","Americas",2016,630,723,750,NA,736,85.6,"Other",96.4
"Dominica","Americas",2017,602,789,805,NA,797,75.53,"Other",98.01
"Dominica","Americas",2018,576,730,595,NA,662,87.01,"Other",81.51
"Dominica","Americas",2019,606,735,596,NA,666,90.99,"Other",81.09
"Dominican Republic","Americas",2015,41880,70319,61310,69097,66909,62.59,"WMD",87.19
"Dominican Republic","Americas",2016,44235,71150,62878,70994,68341,64.73,"WMD",88.37
"Dominican Republic","Americas",2017,43367,70730,64319,71623,68891,62.95,"WMD",89.8
"Dominican Republic","Americas",2018,42677,70455,65334,72174,69321,61.56,"WMD",90.52
"Dominican Republic","Americas",2019,44717,70545,65436,72856,69612,64.24,"WMD",89.82
"Ecuador","Americas",2015,66774,85349,77266,77426,80014,83.45,"WMD",90.53
"Ecuador","Americas",2016,68138,88372,79828,79487,82562,82.53,"WMD",89.95
"Ecuador","Americas",2017,70049,90052,81236,80624,83971,83.42,"WMD",89.53
"Ecuador","Americas",2018,71769,91642,83179,80115,84979,84.45,"WMD",87.42
"Ecuador","Americas",2019,73479,92531,85030,80182,85914,85.53,"WMD",86.65
"Egypt","Africa",2015,573879,545385,569391,579266,564681,100,"WMD",94.15
"Egypt","Africa",2016,556148,548715,564595,563324,558878,99.51,"WMD",97.19
"Egypt","Africa",2017,547208,548144,558084,554612,553613,98.84,"WMD",98.22
"Egypt","Africa",2018,559760,554687,571875,567543,564702,99.12,"WMD",96.99
"Egypt","Africa",2019,570580,561556,589548,575274,575459,99.15,"WMD",95.25
"El Salvador","Americas",2015,43067,42259,44230,41424,42638,100,"WMD",93.66
"El Salvador","Americas",2016,41459,38926,43438,38428,40264,100,"WMD",88.47
"El Salvador","Americas",2017,41710,39260,43135,39351,40582,100,"WMD",91.02
"El Salvador","Americas",2018,41564,39653,43729,40123,41168,100,"WMD",90.68
"El Salvador","Americas",2019,43311,40199,46999,40726,42641,100,"WMD",85.53
"Estonia","Europe",2015,15481,14996,15297,15237,15177,100,"WMD",98.03
"Estonia","Europe",2016,15314,15518,15447,15481,15482,98.91,"WMD",99.54
"Estonia","Europe",2017,15476,15675,15631,15427,15578,99.35,"WMD",98.42
"Estonia","Europe",2018,15684,15830,15829,15596,15752,99.57,"WMD",98.52
"Estonia","Europe",2019,15332,15889,15474,15186,15516,98.81,"WMD",95.58
"Eswatini","Africa",2016,5317,12219,11992,12684,12298,43.23,"Other",94.54
"Eswatini","Africa",2017,5073,11839,11488,12457,11928,42.53,"Other",92.22
"Eswatini","Africa",2018,5032,11602,10865,12058,11508,43.73,"Other",90.11
"Eswatini","Africa",2019,5461,11566,10480,11836,11294,48.35,"Other",88.54
"Faroe Islands","Europe",2015,379,NA,493,NA,493,76.88,"WMD",NA
"Faroe Islands","Europe",2016,379,NA,486,NA,486,77.98,"WMD",NA
"Faroe Islands","Europe",2017,448,NA,620,NA,620,72.26,"WMD",NA
"Faroe Islands","Europe",2018,394,NA,617,NA,617,63.86,"WMD",NA
"Faroe Islands","Europe",2019,411,NA,622,NA,622,66.08,"WMD",NA
"Fiji","Oceania",2015,7038,7033,7428,6545,7002,100,"Other",88.11
"Fiji","Oceania",2016,7588,7182,7284,6739,7068,100,"Other",92.52
"Fiji","Oceania",2017,6925,7236,7123,6859,7073,97.91,"Other",94.79
"Fiji","Oceania",2018,7510,7332,7243,7004,7193,100,"Other",95.53
"Fiji","Oceania",2019,7591,7419,7340,7128,7296,100,"Other",96.08
"Finland","Europe",2015,53467,52239,52187,52380,52269,100,"WMD",99.63
"Finland","Europe",2016,53604,53133,53896,54063,53697,99.83,"WMD",98.28
"Finland","Europe",2017,53516,54141,53627,53909,53892,99.3,"WMD",99.05
"Finland","Europe",2018,54369,55098,54386,54792,54759,99.29,"WMD",98.71
"Finland","Europe",2019,53820,56113,53997,55251,55120,97.64,"WMD",96.23
"France","Europe",2015,592498,559599,582205,582781,574862,100,"WMD",96.02
"France","Europe",2016,578416,560750,580585,582140,574492,100,"WMD",96.33
"France","Europe",2017,591715,575145,594684,588170,586000,100,"WMD",96.71
"France","Europe",2018,595029,587746,596919,593961,592875,100,"WMD",98.46
"France","Europe",2019,597917,603278,602700,597754,601244,99.45,"WMD",99.08
"French Guiana","Americas",2015,812,NA,935,NA,935,86.84,"WMD",NA
"French Guiana","Americas",2016,872,NA,984,NA,984,88.62,"WMD",NA
"French Guiana","Americas",2017,910,NA,1023,NA,1023,88.95,"WMD",NA
"French Guiana","Americas",2018,867,NA,1066,NA,1066,81.33,"WMD",NA
"French Guiana","Americas",2019,1008,NA,1107,NA,1107,91.06,"WMD",NA
"French Polynesia","Oceania",2015,1409,NA,889,NA,889,100,"WMD",NA
"French Polynesia","Oceania",2016,1394,NA,920,NA,920,100,"WMD",NA
"French Polynesia","Oceania",2017,1608,NA,953,NA,953,100,"WMD",NA
"French Polynesia","Oceania",2018,1616,NA,987,NA,987,100,"WMD",NA
"French Polynesia","Oceania",2019,1563,NA,1017,NA,1017,100,"WMD",NA
"Gabon","Africa",2015,5767,11710,15004,14008,13574,42.49,"Other",78.05
"Gabon","Africa",2016,6131,11745,15073,14136,13651,44.91,"Other",77.92
"Gabon","Africa",2017,5513,11739,15084,14229,13684,40.29,"Other",77.82
"Gambia","Africa",2016,4812,13484,17287,13980,14917,32.26,"Other",78
"Gambia","Africa",2017,4440,13475,17626,14061,15054,29.49,"Other",76.45
"Gambia","Africa",2018,4968,13475,17920,14130,15175,32.74,"Other",75.2
"Gambia","Africa",2019,4815,13505,17577,14174,15085,31.92,"Other",76.83
"Georgia","Asia",2015,49121,49931,47346,54841,50706,96.87,"WMD",86.33
"Georgia","Asia",2016,50771,50764,46865,56876,51502,98.58,"WMD",82.4
"Georgia","Asia",2017,47822,50546,47578,53801,50642,94.43,"WMD",88.43
"Georgia","Asia",2018,46524,49985,48926,52773,50561,92.02,"WMD",92.71
"Georgia","Asia",2019,46659,49418,48588,53368,50458,92.47,"WMD",91.04
"Germany","Europe",2015,940708,914373,926561,928889,923274,100,"WMD",98.44
"Germany","Europe",2016,906309,925649,911364,924392,920468,98.46,"WMD",98.46
"Germany","Europe",2017,929351,927773,933472,955105,938783,99,"WMD",97.14
"Germany","Europe",2018,952295,939951,908011,984986,944316,100,"WMD",92.19
"Germany","Europe",2019,936772,959889,893404,845373,899555,100,"WMD",88.07
"Gibraltar","Europe",2015,241,NA,280,NA,280,86.07,"WMD",NA
"Gibraltar","Europe",2016,271,NA,262,NA,262,100,"WMD",NA
"Gibraltar","Europe",2017,286,NA,267,NA,267,100,"WMD",NA
"Gibraltar","Europe",2018,314,NA,268,NA,268,100,"WMD",NA
"Gibraltar","Europe",2019,268,NA,271,NA,271,98.89,"WMD",NA
"Greece","Europe",2015,123324,115682,119604,121489,118925,100,"WMD",95.22
"Greece","Europe",2016,118116,117995,115838,119018,117617,100,"WMD",97.33
"Greece","Europe",2017,124069,120264,121620,124549,122144,100,"WMD",96.56
"Greece","Europe",2018,119952,125692,117025,124651,122456,97.96,"WMD",93.1
"Greece","Europe",2019,124538,128669,120923,125595,125062,99.58,"WMD",93.98
"Greenland","Americas",2015,472,455,449,NA,452,100,"WMD",98.68
"Greenland","Americas",2016,487,462,456,NA,459,100,"WMD",98.7
"Greenland","Americas",2017,499,468,458,NA,463,100,"WMD",97.86
"Greenland","Americas",2018,491,474,476,NA,475,100,"WMD",99.58
"Greenland","Americas",2019,548,480,484,NA,482,100,"WMD",99.17
"Grenada","Americas",2015,869,760,902,971,878,98.97,"Other",78.27
"Grenada","Americas",2016,898,796,939,1020,918,97.82,"Other",78.04
"Grenada","Americas",2017,885,802,956,1023,927,95.47,"Other",78.4
"Grenada","Americas",2018,965,810,970,1021,934,100,"Other",79.33
"Grenada","Americas",2019,981,819,983,1014,939,100,"Other",80.77
"Guadeloupe","Americas",2015,2937,NA,2968,NA,2968,98.96,"WMD",NA
"Guadeloupe","Americas",2016,3192,NA,2899,NA,2899,100,"WMD",NA
"Guadeloupe","Americas",2017,3102,NA,3006,NA,3006,100,"WMD",NA
"Guadeloupe","Americas",2018,3177,NA,3114,NA,3114,100,"WMD",NA
"Guadeloupe","Americas",2019,3410,NA,3137,NA,3137,100,"WMD",NA
"Guam","Oceania",2015,1009,1011,1006,NA,1008,100,"Other",99.51
"Guam","Oceania",2016,1022,1039,1023,NA,1031,99.13,"Other",98.46
"Guam","Oceania",2017,1008,1065,1038,NA,1052,95.82,"Other",97.46
"Guam","Oceania",2018,1056,1088,1053,NA,1070,98.69,"Other",96.78
"Guatemala","Americas",2015,82265,86415,81279,90069,85921,95.74,"WMD",90.24
"Guatemala","Americas",2016,82140,88286,82176,91104,87189,94.21,"WMD",90.2
"Guatemala","Americas",2017,81434,89529,83252,91318,88033,92.5,"WMD",91.17
"Guatemala","Americas",2018,81475,92331,84289,94354,90325,90.2,"WMD",89.33
"Guatemala","Americas",2019,85088,94821,83814,95130,91255,93.24,"WMD",88.1
"Guinea","Africa",2015,807,122709,124525,109239,118824,0.68,"Other",87.72
"Guinea","Africa",2016,1754,120336,123598,108238,117391,1.49,"Other",87.57
"Guinea","Africa",2017,1790,118171,123963,108476,116870,1.53,"Other",87.51
"Guinea","Africa",2018,2485,116143,124847,108485,116492,2.13,"Other",86.89
"Guyana","Americas",2015,4922,6448,5635,7007,6363,77.35,"Other",80.42
"Guyana","Americas",2016,5109,6496,5698,7183,6459,79.1,"Other",79.33
"Guyana","Americas",2017,5637,6588,5726,7458,6591,85.53,"Other",76.78
"Guyana","Americas",2018,4949,6655,5778,7769,6734,73.49,"Other",74.37
"Guyana","Americas",2019,5766,6684,6039,8055,6926,83.25,"Other",74.97
"Honduras","Americas",2015,29601,53529,38560,55277,49122,60.26,"Other",69.76
"Honduras","Americas",2016,26438,49508,39587,51493,46863,56.42,"Other",76.88
"Honduras","Americas",2017,24836,50417,40652,52641,47903,51.85,"Other",77.22
"Honduras","Americas",2018,29521,51404,41704,53791,48966,60.29,"Other",77.53
"Honduras","Americas",2019,29479,52569,42992,55010,50190,58.73,"Other",78.15
"Hong Kong","Asia",2015,46108,NA,48357,NA,48357,95.35,"WMD",NA
"Hong Kong","Asia",2016,46905,NA,49121,NA,49121,95.49,"WMD",NA
"Hong Kong","Asia",2017,46829,NA,49078,NA,49078,95.42,"WMD",NA
"Hong Kong","Asia",2018,47400,NA,49180,NA,49180,96.38,"WMD",NA
"Hong Kong","Asia",2019,48957,NA,51005,NA,51005,95.98,"WMD",NA
"Hungary","Europe",2015,133978,129048,131660,126256,128988,100,"WMD",95.9
"Hungary","Europe",2016,126293,126432,127004,123312,125583,100,"WMD",97.09
"Hungary","Europe",2017,131293,128708,131642,128916,129755,100,"WMD",97.77
"Hungary","Europe",2018,130624,130770,130864,128965,130200,100,"WMD",98.55
"Hungary","Europe",2019,129266,128868,129283,127311,128487,100,"WMD",98.47
"Iceland","Europe",2015,2223,1937,2183,2170,2097,100,"WMD",88.73
"Iceland","Europe",2016,2295,1977,2313,2217,2169,100,"WMD",85.47
"Iceland","Europe",2017,2231,2020,2227,2268,2172,100,"WMD",89.07
"Iceland","Europe",2018,2250,2061,2248,2301,2203,100,"WMD",89.57
"Iceland","Europe",2019,2263,2113,2413,2341,2289,98.86,"WMD",87.57
